"NAICS 2017","NAICS 2022","NACE Rev. 2","CodeChange","Redundancy","NoMatchToAStar","NoMatchToB","NoMatchFromAStar","NoMatchFromB","LabelChange","NAICS 2017_2017 NAICS US Title","NAICS 2017_Seq. No.","NAICS 2022_2022 NAICS US Title","NAICS 2022_Seq. No.","NACE Rev. 2_Name","NACE Rev. 2_Include","NACE Rev. 2_IncludeAlso","NACE Rev. 2_Exclude","NACE Rev. 2_URI","NAICS 2017 - NAICS 2022_2017 NAICS Title","NAICS 2017 - NAICS 2022_2022 NAICS Title","NAICS 2017 - NAICS 2022_Change Indicator","NAICS 2017 - NACE Rev. 2_NACE Rev. 2","NAICS 2017 - NACE Rev. 2_US NAICS 2017","NAICS 2017 - NACE Rev. 2_Notes"
"335999","335999","27.90","0","0","0","0","0","0","0","All Other Miscellaneous Electrical Equipment and Component Manufacturing ","828","All Other Miscellaneous Electrical Equipment and Component Manufacturing ","805","Manufacture of other electrical equipment","This class includes the manufacture of miscellaneous electrical equipment other than motors, generators and transformers, batteries and accumulators, wires and wiring devices, lighting equipment or domestic appliances.

This class includes:
- manufacture of battery chargers, solid-state
- manufacture of door opening and closing devices, electrical
- manufacture of electric bells
- manufacture of extension cords made from purchased insulated wire
- manufacture of ultrasonic cleaning machines (except laboratory and dental)
- manufacture of tanning beds
- manufacture of solid state inverters, rectifying apparatus, fuel cells, regulated and unregulated power supplies
- manufacture of uninterruptible power supplies (UPS)
- manufacture of surge suppressors (except for distribution level voltage)
- manufacture of appliance cords, extension cords, and other electrical cord sets with insulated wire and connectors
- manufacture of carbon and graphite electrodes, contacts, and other electrical carbon and graphite products 
- manufacture of particle accelerators
- manufacture of electrical capacitors, resistors, condensers and similar components
- manufacture of electromagnets
- manufacture of sirens
- manufacture of electronic scoreboards
- manufacture of electrical signs
- manufacture of electrical signalling equipment such as traffic lights and pedestrian signalling equipment
- manufacture of electrical insulators (except glass or porcelain)
- manufacture of electrical welding and soldering equipment, including hand-held soldering irons","","This class excludes:
- manufacture of porcelain electrical insulators, see 23.43
- manufacture of carbon and graphite fibres and products (except electrodes and electrical applications), see 23.99
- manufacture of electronic component-type rectifiers, voltage regulating integrated circuits, power converting integrated circuits, electronic capacitors, electronic resistors, and similar devices, see 26.11
- manufacture of transformers, motors, generators, switchgear, relays and industrial controls, see 27.1
- manufacture of batteries, see 27.20
- manufacture of communication and energy wire, current-carrying and non current-carrying wiring devices, see 27.3
- manufacture of lighting equipment, see 27.40
- manufacture of household-type appliances, see 27.5
- manufacture of non-electrical welding and soldering equipment, see 28.29
- manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, voltage regulators, see 29.31","2790","All Other Miscellaneous Electrical Equipment and Component Manufacturing","All Other Miscellaneous Electrical Equipment and Component Manufacturing","","Manufacture of other electrical equipment","All Other Miscellaneous Electrical Equipment and Component Manufacturing",""
"336","336","","0","0","0","1","0","","0","Transportation Equipment Manufacturing","829","Transportation Equipment Manufacturing","806","","","","","","Transportation Equipment ManufacturingT","Transportation Equipment ManufacturingT","","","",""
"3361","3361","","0","0","0","1","0","","0","Motor Vehicle Manufacturing","830","Motor Vehicle Manufacturing","807","","","","","","Motor Vehicle ManufacturingT","Motor Vehicle ManufacturingT","","","",""
"33611","33611","","0","0","0","1","0","","0","Automobile and Light Duty Motor Vehicle Manufacturing","831","Automobile and Light Duty Motor Vehicle Manufacturing","808","","","","","","Automobile and Light Duty Motor Vehicle ManufacturingT","Automobile and Light Duty Motor Vehicle ManufacturingT","","","",""
"33612","33612","","0","0","0","1","0","","0","Heavy Duty Truck Manufacturing","834","Heavy Duty Truck Manufacturing","810","","","","","","Heavy Duty Truck ManufacturingT","Heavy Duty Truck ManufacturingT","","","",""
"336120","336120","29.10","0","0","0","0","0","0","0","Heavy Duty Truck Manufacturing","835","Heavy Duty Truck Manufacturing","811","Manufacture of motor vehicles","This class includes:
- manufacture of passenger cars
- manufacture of commercial vehicles:
  • vans, lorries, over-the-road tractors for semi-trailers etc.
- manufacture of buses, trolley-buses and coaches
- manufacture of motor vehicle engines
- manufacture of chassis for motor vehicles
- manufacture of other motor vehicles:
  • snowmobiles, golf carts, amphibious vehicles
  • fire engines, street sweepers, travelling libraries, armoured cars etc.
  • concrete-mixer lorries
- ATVs, go-carts and similar including race cars","This class also includes:
- factory rebuilding of motor vehicle engines","This class excludes:
- manufacture of electric motors (except starting motors), see 27.11
- manufacture of lighting equipment for motor vehicles, see 27.40
- manufacture of pistons, piston rings and carburettors, see 28.11
- manufacture of agricultural tractors, see 28.30
- manufacture of tractors used in construction or mining, see 28.92
- manufacture of off-road dumping trucks, see 28.92
- manufacture of bodies for motor vehicles, see 29.20
- manufacture of electrical parts for motor vehicles, see 29.31
- manufacture of parts and accessories for motor vehicles, see 29.32
- manufacture of tanks and other military fighting vehicles, see 30.40
- maintenance and repair of motor vehicles, see 45.20","2910","Heavy Duty Truck Manufacturing","Heavy Duty Truck Manufacturing","","Manufacture of motor vehicles","Heavy Duty Truck Manufacturing",""
"3362","3362","","0","0","0","1","0","","0","Motor Vehicle Body and Trailer Manufacturing","836","Motor Vehicle Body and Trailer Manufacturing","812","","","","","","Motor Vehicle Body and Trailer ManufacturingT","Motor Vehicle Body and Trailer ManufacturingT","","","",""
"33621","33621","","0","0","0","1","0","","0","Motor Vehicle Body and Trailer Manufacturing","837","Motor Vehicle Body and Trailer Manufacturing","813","","","","","","Motor Vehicle Body and Trailer ManufacturingT","Motor Vehicle Body and Trailer ManufacturingT","","","",""
"336211","336211","28.22","0","0","0","0","0","0","0","Motor Vehicle Body Manufacturing ","838","Motor Vehicle Body Manufacturing ","814","Manufacture of lifting and handling equipment","This class includes:
- manufacture of hand-operated or power-driven lifting, handling, loading or unloading machinery:
  • pulley tackle and hoists, winches, capstans and jacks
  • derricks, cranes, mobile lifting frames, straddle carriers etc.
  • works trucks, whether or not fitted with lifting or handling equipment, whether or not self-propelled, of the type used in factories (including hand trucks and wheelbarrows)
  • mechanical manipulators and industrial robots specifically designed for lifting, handling, loading or unloading
- manufacture of conveyors, teleferics etc.
- manufacture of lifts, escalators and moving walkways
- manufacture of parts specialised for lifting and handling equipment","","This class excludes:
- manufacture of industrial robots for multiple uses, see 28.99
- manufacture of continuous-action elevators and conveyors for underground use, see 28.92
- manufacture of mechanical shovels, excavators and shovel loaders, see 28.92
- manufacture of floating cranes, railway cranes, crane-lorries, see 30.11, 30.20
- installation of lifts and elevators, see 43.29","2822","Motor Vehicle Body Manufacturing","Motor Vehicle Body Manufacturing","","Manufacture of lifting and handling equipment","Motor Vehicle Body Manufacturing","Dump truck lifting mechanisms and tail gate loaders"
"336211","336211","29.10","0","0","0","0","0","0","0","Motor Vehicle Body Manufacturing ","838","Motor Vehicle Body Manufacturing ","814","Manufacture of motor vehicles","This class includes:
- manufacture of passenger cars
- manufacture of commercial vehicles:
  • vans, lorries, over-the-road tractors for semi-trailers etc.
- manufacture of buses, trolley-buses and coaches
- manufacture of motor vehicle engines
- manufacture of chassis for motor vehicles
- manufacture of other motor vehicles:
  • snowmobiles, golf carts, amphibious vehicles
  • fire engines, street sweepers, travelling libraries, armoured cars etc.
  • concrete-mixer lorries
- ATVs, go-carts and similar including race cars","This class also includes:
- factory rebuilding of motor vehicle engines","This class excludes:
- manufacture of electric motors (except starting motors), see 27.11
- manufacture of lighting equipment for motor vehicles, see 27.40
- manufacture of pistons, piston rings and carburettors, see 28.11
- manufacture of agricultural tractors, see 28.30
- manufacture of tractors used in construction or mining, see 28.92
- manufacture of off-road dumping trucks, see 28.92
- manufacture of bodies for motor vehicles, see 29.20
- manufacture of electrical parts for motor vehicles, see 29.31
- manufacture of parts and accessories for motor vehicles, see 29.32
- manufacture of tanks and other military fighting vehicles, see 30.40
- maintenance and repair of motor vehicles, see 45.20","2910","Motor Vehicle Body Manufacturing","Motor Vehicle Body Manufacturing","","Manufacture of motor vehicles","Motor Vehicle Body Manufacturing","Assembly of completed vehicles on purchased chassis (upfitters)"
"336211","336211","29.20","0","0","0","0","0","0","0","Motor Vehicle Body Manufacturing ","838","Motor Vehicle Body Manufacturing ","814","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","This class includes:
- manufacture of bodies, including cabs for motor vehicles
- outfitting of all types of motor vehicles, trailers and semi-trailers
- manufacture of trailers and semi-trailers:
  • tankers, removal trailers etc.
  • caravans etc.
- manufacture of containers for carriage by one or more modes of transport","","This class excludes:
- manufacture of trailers and semi-trailers specially designed for use in agriculture, see 28.30
- manufacture of parts and accessories of bodies for motor vehicles, see 29.32
- manufacture of vehicles drawn by animals, see 30.99","2920","Motor Vehicle Body Manufacturing","Motor Vehicle Body Manufacturing","","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","Motor Vehicle Body Manufacturing","Except assembly of completed vehicles on purchased chassis, dump truck lifting mechanisms, and fifth wheel assemblies"
"336211","336211","29.32","0","0","0","0","0","0","0","Motor Vehicle Body Manufacturing ","838","Motor Vehicle Body Manufacturing ","814","Manufacture of other parts and accessories for motor vehicles","This class includes:
- manufacture of diverse parts and accessories for motor vehicles:
  • brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalytic converters, clutches, steering wheels, steering columns and steering boxes
- manufacture of parts and accessories of bodies for motor vehicles:
  • safety belts, airbags, doors, bumpers
- manufacture of car seats","","This class excludes:
- manufacture of tyres, see 22.11
- manufacture of rubber hoses and belts and other rubber products, see 22.19
- manufacture of pistons, piston rings and carburettors, see 28.11
- maintenance, repair and alteration of motor vehicles, see 45.20","2932","Motor Vehicle Body Manufacturing","Motor Vehicle Body Manufacturing","","Manufacture of other parts and accessories for motor vehicles","Motor Vehicle Body Manufacturing","Fifth wheel assemblies"
"336212","336212","29.20","0","0","0","0","0","0","0","Truck Trailer Manufacturing ","839","Truck Trailer Manufacturing ","815","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","This class includes:
- manufacture of bodies, including cabs for motor vehicles
- outfitting of all types of motor vehicles, trailers and semi-trailers
- manufacture of trailers and semi-trailers:
  • tankers, removal trailers etc.
  • caravans etc.
- manufacture of containers for carriage by one or more modes of transport","","This class excludes:
- manufacture of trailers and semi-trailers specially designed for use in agriculture, see 28.30
- manufacture of parts and accessories of bodies for motor vehicles, see 29.32
- manufacture of vehicles drawn by animals, see 30.99","2920","Truck Trailer Manufacturing","Truck Trailer Manufacturing","","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","Truck Trailer Manufacturing",""
"336213","336213","29.10","0","0","0","0","0","0","0","Motor Home Manufacturing ","840","Motor Home Manufacturing ","816","Manufacture of motor vehicles","This class includes:
- manufacture of passenger cars
- manufacture of commercial vehicles:
  • vans, lorries, over-the-road tractors for semi-trailers etc.
- manufacture of buses, trolley-buses and coaches
- manufacture of motor vehicle engines
- manufacture of chassis for motor vehicles
- manufacture of other motor vehicles:
  • snowmobiles, golf carts, amphibious vehicles
  • fire engines, street sweepers, travelling libraries, armoured cars etc.
  • concrete-mixer lorries
- ATVs, go-carts and similar including race cars","This class also includes:
- factory rebuilding of motor vehicle engines","This class excludes:
- manufacture of electric motors (except starting motors), see 27.11
- manufacture of lighting equipment for motor vehicles, see 27.40
- manufacture of pistons, piston rings and carburettors, see 28.11
- manufacture of agricultural tractors, see 28.30
- manufacture of tractors used in construction or mining, see 28.92
- manufacture of off-road dumping trucks, see 28.92
- manufacture of bodies for motor vehicles, see 29.20
- manufacture of electrical parts for motor vehicles, see 29.31
- manufacture of parts and accessories for motor vehicles, see 29.32
- manufacture of tanks and other military fighting vehicles, see 30.40
- maintenance and repair of motor vehicles, see 45.20","2910","Motor Home Manufacturing","Motor Home Manufacturing","","Manufacture of motor vehicles","Motor Home Manufacturing",""
"336214","336214","29.20","0","0","0","0","0","0","0","Travel Trailer and Camper Manufacturing ","841","Travel Trailer and Camper Manufacturing ","817","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","This class includes:
- manufacture of bodies, including cabs for motor vehicles
- outfitting of all types of motor vehicles, trailers and semi-trailers
- manufacture of trailers and semi-trailers:
  • tankers, removal trailers etc.
  • caravans etc.
- manufacture of containers for carriage by one or more modes of transport","","This class excludes:
- manufacture of trailers and semi-trailers specially designed for use in agriculture, see 28.30
- manufacture of parts and accessories of bodies for motor vehicles, see 29.32
- manufacture of vehicles drawn by animals, see 30.99","2920","Travel Trailer and Camper Manufacturing","Travel Trailer and Camper Manufacturing","","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","Travel Trailer and Camper Manufacturing",""
"3363","3363","","0","0","0","1","0","","0","Motor Vehicle Parts Manufacturing","842","Motor Vehicle Parts Manufacturing","818","","","","","","Motor Vehicle Parts ManufacturingT","Motor Vehicle Parts ManufacturingT","","","",""
"33631","33631","","0","0","0","1","0","","0","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","843","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","819","","","","","","Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT","Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT","","","",""
"336310","336310","28.11","0","0","0","0","0","0","0","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","844","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","820","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","This class includes:
- manufacture of internal combustion piston engines, except motor vehicle, aircraft and cycle propulsion engines:
  • marine engines
  • railway engines
- manufacture of pistons, piston rings, carburettors and such for all internal combustion engines, diesel engines etc.
- manufacture of inlet and exhaust valves of internal combustion engines
- manufacture of turbines and parts thereof:
  • steam turbines and other vapour turbines
  • hydraulic turbines, waterwheels and regulators thereof
  • wind turbines
  • gas turbines, except turbojets or turbo propellers for aircraft propulsion 
- manufacture of boiler-turbine sets
- manufacture of turbine-generator sets
- manufacture of engines for industrial application","","This class excludes:
- manufacture of electric generators (except turbine generator sets), see 27.11
- manufacture of prime mover generator sets (except turbine generator sets), see 27.11
- manufacture of electrical equipment and components of internal combustion engines, see 29.31
- manufacture of motor vehicle, aircraft or cycle propulsion engines, see 29.10, 30.30, 30.91
- manufacture of turbojets and turbo propellers, see 30.30","2811","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing",""
"336310","336310","28.13","0","0","0","0","0","0","0","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","844","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","820","Manufacture of other pumps and compressors","This class includes:
- manufacture of air or vacuum pumps, air or other gas compressors
- manufacture of pumps for liquids whether or not fitted with a measuring device
- manufacture of pumps designed for fitting to internal combustion engines: oil, water and fuel pumps for motor vehicles etc.","This class also includes:
- manufacture of hand pumps","This class excludes:
- manufacture of hydraulic and pneumatic equipment, see 28.12","2813","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","","Manufacture of other pumps and compressors","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Pumps for mounting on internal combustion engines"
"336310","336310","29.10","0","0","0","0","0","0","0","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","844","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","820","Manufacture of motor vehicles","This class includes:
- manufacture of passenger cars
- manufacture of commercial vehicles:
  • vans, lorries, over-the-road tractors for semi-trailers etc.
- manufacture of buses, trolley-buses and coaches
- manufacture of motor vehicle engines
- manufacture of chassis for motor vehicles
- manufacture of other motor vehicles:
  • snowmobiles, golf carts, amphibious vehicles
  • fire engines, street sweepers, travelling libraries, armoured cars etc.
  • concrete-mixer lorries
- ATVs, go-carts and similar including race cars","This class also includes:
- factory rebuilding of motor vehicle engines","This class excludes:
- manufacture of electric motors (except starting motors), see 27.11
- manufacture of lighting equipment for motor vehicles, see 27.40
- manufacture of pistons, piston rings and carburettors, see 28.11
- manufacture of agricultural tractors, see 28.30
- manufacture of tractors used in construction or mining, see 28.92
- manufacture of off-road dumping trucks, see 28.92
- manufacture of bodies for motor vehicles, see 29.20
- manufacture of electrical parts for motor vehicles, see 29.31
- manufacture of parts and accessories for motor vehicles, see 29.32
- manufacture of tanks and other military fighting vehicles, see 30.40
- maintenance and repair of motor vehicles, see 45.20","2910","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","","Manufacture of motor vehicles","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Motor vehicle engines, gasoline, new; factory rebuilding of automotive engines"
"336310","336310","29.32","0","0","0","0","0","0","0","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","844","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","820","Manufacture of other parts and accessories for motor vehicles","This class includes:
- manufacture of diverse parts and accessories for motor vehicles:
  • brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalytic converters, clutches, steering wheels, steering columns and steering boxes
- manufacture of parts and accessories of bodies for motor vehicles:
  • safety belts, airbags, doors, bumpers
- manufacture of car seats","","This class excludes:
- manufacture of tyres, see 22.11
- manufacture of rubber hoses and belts and other rubber products, see 22.19
- manufacture of pistons, piston rings and carburettors, see 28.11
- maintenance, repair and alteration of motor vehicles, see 45.20","2932","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","","Manufacture of other parts and accessories for motor vehicles","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","Except complete motor vehicle engines and pumps for internal combustion engines"
"33632","33632","","0","0","0","1","0","","0","Motor Vehicle Electrical and Electronic Equipment Manufacturing","845","Motor Vehicle Electrical and Electronic Equipment Manufacturing","821","","","","","","Motor Vehicle Electrical and Electronic Equipment ManufacturingT","Motor Vehicle Electrical and Electronic Equipment ManufacturingT","","","",""
"336320","336320","27.40","0","0","0","0","0","0","0","Motor Vehicle Electrical and Electronic Equipment Manufacturing","846","Motor Vehicle Electrical and Electronic Equipment Manufacturing","822","Manufacture of electric lighting equipment","This class includes the manufacture of electric light bulbs and tubes and parts and components thereof (except glass blanks for electric light bulbs), electric lighting fixtures and lighting fixture components (except current-carrying wiring devices).

This class includes:
- manufacture of discharge, incandescent, fluorescent, ultra-violet, infra-red etc. lamps, fixtures and bulbs
- manufacture of ceiling lighting fixtures
- manufacture of chandeliers
- manufacture of table lamps (i.e. lighting fixture)
- manufacture of Christmas tree lighting sets 
- manufacture of electric fireplace logs 
- manufacture of flashlights
- manufacture of electric insect lamps
- manufacture of lanterns (e.g. carbide, electric, gas, gasoline, kerosene)
- manufacture of spotlights
- manufacture of street lighting fixtures (except traffic signals)
- manufacture of lighting equipment for transportation equipment (e.g. for motor vehicles, aircraft, boats)","This class also includes:
- manufacture of non-electrical lighting equipment","This class excludes:
- manufacture of glassware and glass parts for lighting fixtures, see 23.19
- manufacture of current-carrying wiring devices for lighting fixtures, see 27.33
- manufacture of ceiling fans or bath fans with integrated lighting fixtures, see 27.51
- manufacture of electrical signalling equipment such as traffic lights and pedestrian signalling equipment, see 27.90
- manufacture of electrical signs, see 27.90","2740","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Motor Vehicle Electrical and Electronic Equipment Manufacturing","","Manufacture of electric lighting equipment","Motor Vehicle Electrical and Electronic Equipment Manufacturing",""
"336320","336320","28.13","0","0","0","0","0","0","0","Motor Vehicle Electrical and Electronic Equipment Manufacturing","846","Motor Vehicle Electrical and Electronic Equipment Manufacturing","822","Manufacture of other pumps and compressors","This class includes:
- manufacture of air or vacuum pumps, air or other gas compressors
- manufacture of pumps for liquids whether or not fitted with a measuring device
- manufacture of pumps designed for fitting to internal combustion engines: oil, water and fuel pumps for motor vehicles etc.","This class also includes:
- manufacture of hand pumps","This class excludes:
- manufacture of hydraulic and pneumatic equipment, see 28.12","2813","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Motor Vehicle Electrical and Electronic Equipment Manufacturing","","Manufacture of other pumps and compressors","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Electric fuel pumps"
"336320","336320","29.31","0","0","0","0","0","0","0","Motor Vehicle Electrical and Electronic Equipment Manufacturing","846","Motor Vehicle Electrical and Electronic Equipment Manufacturing","822","Manufacture of electrical and electronic equipment for motor vehicles","This class includes:
- manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc.","","This class excludes:
- manufacture of batteries for vehicles, see 27.20
- manufacture of lighting equipment for motor vehicles, see 27.40
- manufacture of pumps for motor vehicles and engines, see 28.13","2931","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Motor Vehicle Electrical and Electronic Equipment Manufacturing","","Manufacture of electrical and electronic equipment for motor vehicles","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Except electric fuel pumps"
"33633","33633","","0","0","0","1","0","","0","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","847","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","823","","","","","","Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT","Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT","","","",""
"336330","336330","28.13","0","0","0","0","0","0","0","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","848","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","824","Manufacture of other pumps and compressors","This class includes:
- manufacture of air or vacuum pumps, air or other gas compressors
- manufacture of pumps for liquids whether or not fitted with a measuring device
- manufacture of pumps designed for fitting to internal combustion engines: oil, water and fuel pumps for motor vehicles etc.","This class also includes:
- manufacture of hand pumps","This class excludes:
- manufacture of hydraulic and pneumatic equipment, see 28.12","2813","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","","Manufacture of other pumps and compressors","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","Power steering pumps"
"336330","336330","29.32","0","0","0","0","0","0","0","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","848","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","824","Manufacture of other parts and accessories for motor vehicles","This class includes:
- manufacture of diverse parts and accessories for motor vehicles:
  • brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalytic converters, clutches, steering wheels, steering columns and steering boxes
- manufacture of parts and accessories of bodies for motor vehicles:
  • safety belts, airbags, doors, bumpers
- manufacture of car seats","","This class excludes:
- manufacture of tyres, see 22.11
- manufacture of rubber hoses and belts and other rubber products, see 22.19
- manufacture of pistons, piston rings and carburettors, see 28.11
- maintenance, repair and alteration of motor vehicles, see 45.20","2932","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","","Manufacture of other parts and accessories for motor vehicles","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","Except power steering pumps"
"33634","33634","","0","0","0","1","0","","0","Motor Vehicle Brake System Manufacturing","849","Motor Vehicle Brake System Manufacturing","825","","","","","","Motor Vehicle Brake System ManufacturingT","Motor Vehicle Brake System ManufacturingT","","","",""
"336340","336340","23.99","0","0","0","0","0","0","0","Motor Vehicle Brake System Manufacturing","850","Motor Vehicle Brake System Manufacturing","826","Manufacture of other non-metallic mineral products n.e.c.","This class includes:
- manufacture of friction material and unmounted articles thereof with a base of mineral substances or of cellulose
- manufacture of mineral insulating materials:
  • slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays and similar heat-insulating, sound-insulating or sound-absorbing materials
- manufacture of articles of diverse mineral substances:
  • worked mica and articles of mica, of peat, of graphite (other than electrical articles) etc. 
- manufacture of articles of asphalt or similar material, e.g. asphalt-based adhesives, coal tar pitch etc.
- manufacture of carbon and graphite fibres and products (except electrodes and electrical applications)
- manufacture of artificial corundum","","This class excludes:
- manufacture of glass wool and non-woven glass wool products, see 23.14
- manufacture of graphite electrodes, see 27.90
- manufacture of carbon or graphite gaskets, see 28.29","2399","Motor Vehicle Brake System Manufacturing","Motor Vehicle Brake System Manufacturing","","Manufacture of other non-metallic mineral products n.e.c.","Motor Vehicle Brake System Manufacturing","Asbestos based brake linings"
"336340","336340","28.13","0","0","0","0","0","0","0","Motor Vehicle Brake System Manufacturing","850","Motor Vehicle Brake System Manufacturing","826","Manufacture of other pumps and compressors","This class includes:
- manufacture of air or vacuum pumps, air or other gas compressors
- manufacture of pumps for liquids whether or not fitted with a measuring device
- manufacture of pumps designed for fitting to internal combustion engines: oil, water and fuel pumps for motor vehicles etc.","This class also includes:
- manufacture of hand pumps","This class excludes:
- manufacture of hydraulic and pneumatic equipment, see 28.12","2813","Motor Vehicle Brake System Manufacturing","Motor Vehicle Brake System Manufacturing","","Manufacture of other pumps and compressors","Motor Vehicle Brake System Manufacturing","Brake master cylinders - hydraulic pumps"
"336340","336340","29.32","0","0","0","0","0","0","0","Motor Vehicle Brake System Manufacturing","850","Motor Vehicle Brake System Manufacturing","826","Manufacture of other parts and accessories for motor vehicles","This class includes:
- manufacture of diverse parts and accessories for motor vehicles:
  • brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalytic converters, clutches, steering wheels, steering columns and steering boxes
- manufacture of parts and accessories of bodies for motor vehicles:
  • safety belts, airbags, doors, bumpers
- manufacture of car seats","","This class excludes:
- manufacture of tyres, see 22.11
- manufacture of rubber hoses and belts and other rubber products, see 22.19
- manufacture of pistons, piston rings and carburettors, see 28.11
- maintenance, repair and alteration of motor vehicles, see 45.20","2932","Motor Vehicle Brake System Manufacturing","Motor Vehicle Brake System Manufacturing","","Manufacture of other parts and accessories for motor vehicles","Motor Vehicle Brake System Manufacturing","Except asbestos based brake linings and brake master cylinders - hydraulic pumps"
"33635","33635","","0","0","0","1","0","","0","Motor Vehicle Transmission and Power Train Parts Manufacturing","851","Motor Vehicle Transmission and Power Train Parts Manufacturing","827","","","","","","Motor Vehicle Transmission and Power Train Parts ManufacturingT","Motor Vehicle Transmission and Power Train Parts ManufacturingT","","","",""
"336350","336350","23.99","0","0","0","0","0","0","0","Motor Vehicle Transmission and Power Train Parts Manufacturing","852","Motor Vehicle Transmission and Power Train Parts Manufacturing","828","Manufacture of other non-metallic mineral products n.e.c.","This class includes:
- manufacture of friction material and unmounted articles thereof with a base of mineral substances or of cellulose
- manufacture of mineral insulating materials:
  • slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays and similar heat-insulating, sound-insulating or sound-absorbing materials
- manufacture of articles of diverse mineral substances:
  • worked mica and articles of mica, of peat, of graphite (other than electrical articles) etc. 
- manufacture of articles of asphalt or similar material, e.g. asphalt-based adhesives, coal tar pitch etc.
- manufacture of carbon and graphite fibres and products (except electrodes and electrical applications)
- manufacture of artificial corundum","","This class excludes:
- manufacture of glass wool and non-woven glass wool products, see 23.14
- manufacture of graphite electrodes, see 27.90
- manufacture of carbon or graphite gaskets, see 28.29","2399","Motor Vehicle Transmission and Power Train Parts Manufacturing","Motor Vehicle Transmission and Power Train Parts Manufacturing","","Manufacture of other non-metallic mineral products n.e.c.","Motor Vehicle Transmission and Power Train Parts Manufacturing","Asbestos based clutch facings"
