NACE Rev 2.,CPA 2.1 
59.11,59.11.25
59.11,59.11.3
59.11,59.11.30
59.12,59.12
59.12,59.12.1
59.12,59.12.11
59.12,59.12.12
59.12,59.12.13
59.12,59.12.14
59.12,59.12.15
59.12,59.12.16
59.12,59.12.17
59.12,59.12.19
59.13,59.13
59.13,59.13.1
59.13,59.13.11
59.13,59.13.12
59.14,59.14
59.14,59.14.1
59.14,59.14.10
59.2,59.2
59.20,59.20
59.20,59.20.1
59.20,59.20.11
59.20,59.20.12
59.20,59.20.13
59.20,59.20.2
59.20,59.20.21
59.20,59.20.22
59.20,59.20.3
59.20,59.20.31
59.20,59.20.32
59.20,59.20.33
59.20,59.20.34
59.20,59.20.35
59.20,59.20.36
59.20,59.20.4
59.20,59.20.40
60.1,60.1
60.10,60.10
60.10,60.10.1
60.10,60.10.11
60.10,60.10.12
60.10,60.10.2
60.10,60.10.20
60.10,60.10.3
60.10,60.10.30
60.2,60.2
60.20,60.20
60.20,60.20.1
60.20,60.20.11
60.20,60.20.12
60.20,60.20.13
60.20,60.20.2
60.20,60.20.20
60.20,60.20.3
60.20,60.20.30
61.1,61.1
61.10,61.10
61.10,61.10.1
61.10,61.10.11
61.10,61.10.12
61.10,61.10.13
61.10,61.10.2
61.10,61.10.20
61.10,61.10.3
61.10,61.10.30
61.10,61.10.4
61.10,61.10.41
61.10,61.10.42
61.10,61.10.43
61.10,61.10.49
61.10,61.10.5
61.10,61.10.51
61.10,61.10.52
61.10,61.10.53
61.2,61.2
61.20,61.20
61.20,61.20.1
61.20,61.20.11
61.20,61.20.12
61.20,61.20.13
61.20,61.20.14
61.20,61.20.2
61.20,61.20.20
61.20,61.20.3
61.20,61.20.30
61.20,61.20.4
61.20,61.20.41
61.20,61.20.42
61.20,61.20.49
61.20,61.20.5
61.20,61.20.50
61.3,61.3
61.30,61.30
61.30,61.30.1
61.30,61.30.10
61.30,61.30.2
61.30,61.30.20
61.9,61.9
61.90,61.90
61.90,61.90.1
61.90,61.90.10
62.0,62.0
62.01,62.01
62.01,62.01.1
62.01,62.01.11
62.01,62.01.12
62.01,62.01.2
62.01,62.01.21
62.01,62.01.29
62.02,62.02
62.02,62.02.1
62.02,62.02.10
62.02,62.02.2
62.02,62.02.20
62.02,62.02.3
62.02,62.02.30
62.03,62.03
62.03,62.03.1
62.03,62.03.11
62.03,62.03.12
62.09,62.09
62.09,62.09.1
62.09,62.09.10
62.09,62.09.2
62.09,62.09.20
63.1,63.1
63.11,63.11
63.11,63.11.1
63.11,63.11.11
63.11,63.11.12
63.11,63.11.13
63.11,63.11.19
63.11,63.11.2
63.11,63.11.20
63.12,63.12
63.12,63.12.1
63.12,63.12.10
63.12,63.12.2
63.12,63.12.20
63.9,63.9
63.91,63.91
63.91,63.91.1
63.91,63.91.11
63.91,63.91.12
63.99,63.99
63.99,63.99.1
63.99,63.99.10
63.99,63.99.2
63.99,63.99.20
64.1,64.1
64.11,64.11
64.11,64.11.1
64.11,64.11.10
64.19,64.19
64.19,64.19.1
64.19,64.19.11
64.19,64.19.12
64.19,64.19.2
64.19,64.19.21
64.19,64.19.22
64.19,64.19.23
64.19,64.19.24
64.19,64.19.25
64.19,64.19.26
64.19,64.19.29
64.19,64.19.3
64.19,64.19.30
64.2,64.2
64.20,64.20
64.20,64.20.1
64.20,64.20.10
64.3,64.3
64.30,64.30
64.30,64.30.1
64.30,64.30.10
64.9,64.9
64.91,64.91
64.91,64.91.1
64.91,64.91.10
64.92,64.92
64.92,64.92.1
64.92,64.92.11
64.92,64.92.12
64.92,64.92.13
64.92,64.92.14
64.92,64.92.15
64.92,64.92.16
64.92,64.92.19
64.99,64.99
64.99,64.99.1
64.99,64.99.11
64.99,64.99.19
65.1,65.1
65.11,65.11
65.11,65.11.1
65.11,65.11.10
65.12,65.12
65.12,65.12.1
65.12,65.12.11
65.12,65.12.12
65.12,65.12.2
65.12,65.12.21
65.12,65.12.29
65.12,65.12.3
65.12,65.12.31
65.12,65.12.32
65.12,65.12.33
65.12,65.12.34
65.12,65.12.35
65.12,65.12.36
65.12,65.12.4
65.12,65.12.41
65.12,65.12.49
65.12,65.12.5
65.12,65.12.50
65.12,65.12.6
65.12,65.12.61
65.12,65.12.62
65.12,65.12.7
65.12,65.12.71
65.12,65.12.72
65.12,65.12.73
65.12,65.12.9
65.12,65.12.90
65.2,65.2
65.20,65.20
65.20,65.20.1
65.20,65.20.11
65.20,65.20.12
65.20,65.20.13
65.20,65.20.2
65.20,65.20.21
65.20,65.20.22
65.20,65.20.23
65.20,65.20.24
65.20,65.20.25
65.20,65.20.3
65.20,65.20.31
65.20,65.20.32
65.20,65.20.4
65.20,65.20.41
65.20,65.20.42
65.20,65.20.5
65.20,65.20.50
65.20,65.20.6
65.20,65.20.60
65.3,65.3
65.30,65.30
65.30,65.30.1
65.30,65.30.11
65.30,65.30.12
66.1,66.1
66.11,66.11
66.11,66.11.1
66.11,66.11.11
66.11,66.11.12
66.11,66.11.19
66.12,66.12
66.12,66.12.1
66.12,66.12.11
66.12,66.12.12
66.12,66.12.13
66.19,66.19
66.19,66.19.1
66.19,66.19.10
66.19,66.19.2
66.19,66.19.21
66.19,66.19.22
66.19,66.19.29
66.19,66.19.3
66.19,66.19.31
66.19,66.19.32
66.19,66.19.9
66.19,66.19.91
66.19,66.19.92
66.19,66.19.99
66.2,66.2
66.21,66.21
66.21,66.21.1
66.21,66.21.10
66.22,66.22
66.22,66.22.1
66.22,66.22.10
66.29,66.29
66.29,66.29.1
66.29,66.29.11
66.29,66.29.19
66.3,66.3
66.30,66.30
66.30,66.30.1
66.30,66.30.11
66.30,66.30.12
68.1,68.1
68.10,68.10
68.10,68.10.1
68.10,68.10.11
68.10,68.10.12
68.10,68.10.13
68.10,68.10.14
68.10,68.10.15
68.2,68.2
68.20,68.20
68.20,68.20.1
68.20,68.20.11
68.20,68.20.12
68.3,68.3
68.31,68.31
68.31,68.31.1
68.31,68.31.11
68.31,68.31.12
68.31,68.31.13
68.31,68.31.14
68.31,68.31.15
68.31,68.31.16
68.32,68.32
68.32,68.32.1
68.32,68.32.11
68.32,68.32.12
68.32,68.32.13
69.1,69.1
69.10,69.10
69.10,69.10.1
69.10,69.10.11
69.10,69.10.12
69.10,69.10.13
69.10,69.10.14
69.10,69.10.15
69.10,69.10.16
69.10,69.10.17
69.10,69.10.18
69.10,69.10.19
69.2,69.2
69.20,69.20
69.20,69.20.1
69.20,69.20.10
69.20,69.20.2
69.20,69.20.21
69.20,69.20.22
69.20,69.20.23
69.20,69.20.24
69.20,69.20.29
69.20,69.20.3
69.20,69.20.31
69.20,69.20.32
69.20,69.20.4
69.20,69.20.40
70.1,70.1
70.10,70.10
70.10,70.10.1
70.10,70.10.10
70.2,70.2
70.21,70.21
70.21,70.21.1
70.21,70.21.10
70.22,70.22
70.22,70.22.1
70.22,70.22.11
70.22,70.22.12
70.22,70.22.13
70.22,70.22.14
70.22,70.22.15
70.22,70.22.16
70.22,70.22.17
70.22,70.22.2
70.22,70.22.20
70.22,70.22.3
70.22,70.22.30
71.1,71.1
71.11,71.11
71.11,71.11.1
71.11,71.11.10
71.11,71.11.2
71.11,71.11.21
71.11,71.11.22
71.11,71.11.23
71.11,71.11.24
71.11,71.11.3
71.11,71.11.31
71.11,71.11.32
71.11,71.11.33
71.11,71.11.4
71.11,71.11.41
71.11,71.11.42
71.12,71.12
71.12,71.12.1
71.12,71.12.11
71.12,71.12.12
71.12,71.12.13
71.12,71.12.14
71.12,71.12.15
71.12,71.12.16
71.12,71.12.17
71.12,71.12.18
71.12,71.12.19
71.12,71.12.2
71.12,71.12.20
71.12,71.12.3
71.12,71.12.31
71.12,71.12.32
71.12,71.12.33
71.12,71.12.34
71.12,71.12.35
71.2,71.2
71.20,71.20
71.20,71.20.1
71.20,71.20.11
71.20,71.20.12
71.20,71.20.13
71.20,71.20.14
71.20,71.20.19
72,72.0
72,72.00
72,72.00.1
72,72.00.11
72,72.00.12
72,72.00.13
72,72.00.2
72,72.00.20
72.1,72.1
72.11,72.11
72.11,72.11.1
72.11,72.11.11
72.11,72.11.12
72.11,72.11.13
72.11,72.11.2
72.11,72.11.21
72.11,72.11.22
72.11,72.11.23
72.11,72.11.3
72.11,72.11.31
72.11,72.11.32
72.11,72.11.33
72.11,72.11.4
72.11,72.11.40
72.19,72.19
72.19,72.19.1
72.19,72.19.11
72.19,72.19.12
72.19,72.19.13
72.19,72.19.2
72.19,72.19.21
72.19,72.19.22
72.19,72.19.23
72.19,72.19.3
72.19,72.19.31
72.19,72.19.32
72.19,72.19.33
72.19,72.19.4
72.19,72.19.41
72.19,72.19.42
72.19,72.19.43
72.19,72.19.5
72.19,72.19.51
72.19,72.19.52
72.19,72.19.53
72.19,72.19.6
72.19,72.19.61
72.19,72.19.62
72.19,72.19.63
72.19,72.19.7
72.19,72.19.70
72.2,72.2
72.20,72.20
72.20,72.20.1
72.20,72.20.11
72.20,72.20.12
72.20,72.20.13
72.20,72.20.2
72.20,72.20.21
72.20,72.20.22
72.20,72.20.23
72.20,72.20.3
72.20,72.20.31
72.20,72.20.32
72.20,72.20.33
72.20,72.20.4
72.20,72.20.41
72.20,72.20.42
72.20,72.20.43
72.20,72.20.5
72.20,72.20.51
72.20,72.20.52
72.20,72.20.53
72.20,72.20.6
72.20,72.20.60
73.1,73.1
73.11,73.11
73.11,73.11.1
73.11,73.11.11
73.11,73.11.12
73.11,73.11.13
73.11,73.11.19
73.12,73.12
73.12,73.12.1
73.12,73.12.11
73.12,73.12.12
73.12,73.12.13
73.12,73.12.14
73.12,73.12.19
73.12,73.12.2
73.12,73.12.20
73.2,73.2
73.20,73.20
73.20,73.20.1
73.20,73.20.11
73.20,73.20.12
73.20,73.20.13
73.20,73.20.14
73.20,73.20.19
73.20,73.20.2
73.20,73.20.20
74.1,74.1
74.10,74.10
74.10,74.10.1
74.10,74.10.11
74.10,74.10.12
74.10,74.10.19
74.10,74.10.2
74.10,74.10.20
74.2,74.2
74.20,74.20
74.20,74.20.1
74.20,74.20.11
74.20,74.20.12
74.20,74.20.19
74.20,74.20.2
74.20,74.20.21
74.20,74.20.22
74.20,74.20.23
74.20,74.20.24
74.20,74.20.29
74.20,74.20.3
74.20,74.20.31
74.20,74.20.32
74.20,74.20.39
74.3,74.3
74.30,74.30
74.30,74.30.1
74.30,74.30.11
74.30,74.30.12
74.9,74.9
74.90,74.90
74.90,74.90.1
74.90,74.90.11
74.90,74.90.12
74.90,74.90.13
74.90,74.90.14
74.90,74.90.15
74.90,74.90.19
74.90,74.90.2
74.90,74.90.20
75.0,75.0
75.00,75.00
75.00,75.00.1
75.00,75.00.11
75.00,75.00.12
75.00,75.00.19
77.1,77.1
77.11,77.11
77.11,77.11.1
77.11,77.11.10
77.12,77.12
77.12,77.12.1
77.12,77.12.11
77.12,77.12.19
77.2,77.2
77.21,77.21
77.21,77.21.1
77.21,77.21.10
77.22,77.22
77.22,77.22.1
77.22,77.22.10
77.29,77.29
77.29,77.29.1
77.29,77.29.11
77.29,77.29.12
77.29,77.29.13
77.29,77.29.14
77.29,77.29.15
77.29,77.29.16
77.29,77.29.19
77.3,77.3
77.31,77.31
77.31,77.31.1
77.31,77.31.10
77.32,77.32
77.32,77.32.1
77.32,77.32.10
77.33,77.33
77.33,77.33.1
77.33,77.33.11
77.33,77.33.12
77.34,77.34
77.34,77.34.1
77.34,77.34.10
77.35,77.35
77.35,77.35.1
77.35,77.35.10
77.39,77.39
77.39,77.39.1
77.39,77.39.11
77.39,77.39.12
77.39,77.39.13
77.39,77.39.14
77.39,77.39.19
77.4,77.4
77.40,77.40
77.40,77.40.1
77.40,77.40.11
77.40,77.40.12
77.40,77.40.13
77.40,77.40.14
77.40,77.40.19
78.1,78.1
78.10,78.10
78.10,78.10.1
78.10,78.10.11
78.10,78.10.12
78.2,78.2
78.20,78.20
78.20,78.20.1
78.20,78.20.11
78.20,78.20.12
78.20,78.20.13
78.20,78.20.14
78.20,78.20.15
78.20,78.20.16
78.20,78.20.19
78.3,78.3
78.30,78.30
78.30,78.30.1
78.30,78.30.11
78.30,78.30.12
78.30,78.30.13
78.30,78.30.14
78.30,78.30.15
78.30,78.30.16
78.30,78.30.19
79.1,79.1
79.11,79.11
79.11,79.11.1
79.11,79.11.11
79.11,79.11.12
79.11,79.11.13
79.11,79.11.14
79.11,79.11.19
79.11,79.11.2
79.11,79.11.21
79.11,79.11.22
79.11,79.11.23
79.12,79.12
79.12,79.12.1
79.12,79.12.11
79.12,79.12.12
79.9,79.9
79.90,79.90
79.90,79.90.1
79.90,79.90.11
79.90,79.90.12
79.90,79.90.2
79.90,79.90.20
79.90,79.90.3
79.90,79.90.31
79.90,79.90.32
79.90,79.90.39
80.1,80.1
80.10,80.10
80.10,80.10.1
80.10,80.10.11
80.10,80.10.12
80.10,80.10.19
80.2,80.2
80.20,80.20
80.20,80.20.1
80.20,80.20.10
80.3,80.3
80.30,80.30
80.30,80.30.1
80.30,80.30.10
81.1,81.1
81.10,81.10
81.10,81.10.1
81.10,81.10.10
81.2,81.2
81.21,81.21
81.21,81.21.1
81.21,81.21.11
81.21,81.21.12
81.22,81.22
81.22,81.22.1
81.22,81.22.11
81.22,81.22.12
81.22,81.22.13
81.29,81.29
81.29,81.29.1
81.29,81.29.11
81.29,81.29.12
81.29,81.29.13
81.29,81.29.19
81.3,81.3
81.30,81.30
81.30,81.30.1
81.30,81.30.11
81.30,81.30.12
82.1,82.1
82.11,82.11
82.11,82.11.1
82.11,82.11.10
82.19,82.19
82.19,82.19.1
82.19,82.19.11
82.19,82.19.12
82.19,82.19.13
82.2,82.2
82.20,82.20
82.20,82.20.1
82.20,82.20.10
82.3,82.3
82.30,82.30
82.30,82.30.1
82.30,82.30.11
82.30,82.30.12
82.9,82.9
82.91,82.91
82.91,82.91.1
82.91,82.91.11
82.91,82.91.12
82.92,82.92
82.92,82.92.1
82.92,82.92.10
82.99,82.99
82.99,82.99.1
82.99,82.99.11
82.99,82.99.12
82.99,82.99.19
84.1,84.1
84.11,84.11
84.11,84.11.1
84.11,84.11.11
84.11,84.11.12
84.11,84.11.13
84.11,84.11.14
84.11,84.11.19
84.11,84.11.2
84.11,84.11.21
84.11,84.11.29
84.12,84.12
84.12,84.12.1
84.12,84.12.11
84.12,84.12.12
84.12,84.12.13
84.12,84.12.14
84.13,84.13
84.13,84.13.1
84.13,84.13.11
84.13,84.13.12
84.13,84.13.13
84.13,84.13.14
84.13,84.13.15
84.13,84.13.16
84.13,84.13.17
84.13,84.13.18
84.2,84.2
84.21,84.21
84.21,84.21.1
84.21,84.21.11
84.21,84.21.12
84.21,84.21.13
84.22,84.22
84.22,84.22.1
84.22,84.22.11
84.22,84.22.12
84.23,84.23
84.23,84.23.1
84.23,84.23.11
84.23,84.23.12
84.24,84.24
84.24,84.24.1
84.24,84.24.11
84.24,84.24.19
84.25,84.25
84.25,84.25.1
84.25,84.25.11
84.25,84.25.19
84.3,84.3
84.30,84.30
84.30,84.30.1
84.30,84.30.11
84.30,84.30.12
84.30,84.30.13
84.30,84.30.14
85.1,85.1
85.10,85.10
85.10,85.10.1
85.10,85.10.10
85.2,85.2
85.20,85.20
85.20,85.20.1
85.20,85.20.11
85.20,85.20.12
85.3,85.3
85.31,85.31
85.31,85.31.1
85.31,85.31.11
85.31,85.31.12
85.31,85.31.2
85.31,85.31.21
85.31,85.31.22
85.32,85.32
85.32,85.32.1
85.32,85.32.11
85.32,85.32.12
85.32,85.32.2
85.32,85.32.21
85.32,85.32.22
85.4,85.4
85.41,85.41
85.41,85.41.1
85.41,85.41.11
85.41,85.41.12
85.41,85.41.13
85.41,85.41.14
85.42,85.42
85.42,85.42.1
85.42,85.42.11
85.42,85.42.12
85.42,85.42.2
85.42,85.42.21
85.42,85.42.22
85.42,85.42.3
85.42,85.42.31
85.42,85.42.32
85.42,85.42.4
85.42,85.42.41
85.42,85.42.42
85.5,85.5
85.51,85.51
85.51,85.51.1
85.51,85.51.10
85.52,85.52
85.52,85.52.1
85.52,85.52.11
85.52,85.52.12
85.52,85.52.13
85.52,85.52.19
85.53,85.53
85.53,85.53.1
85.53,85.53.11
85.53,85.53.12
85.59,85.59
85.59,85.59.1
85.59,85.59.11
85.59,85.59.12
85.59,85.59.13
85.59,85.59.14
85.59,85.59.19
85.6,85.6
85.60,85.60
85.60,85.60.1
85.60,85.60.10
86.1,86.1
86.10,86.10
86.10,86.10.1
86.10,86.10.11
86.10,86.10.12
86.10,86.10.13
86.10,86.10.14
86.10,86.10.15
86.10,86.10.19
86.2,86.2
86.21,86.21
86.21,86.21.1
86.21,86.21.10
86.22,86.22
86.22,86.22.1
86.22,86.22.11
86.22,86.22.19
86.23,86.23
86.23,86.23.1
86.23,86.23.11
86.23,86.23.19
86.9,86.9
86.90,86.90
86.90,86.90.1
86.90,86.90.11
86.90,86.90.12
86.90,86.90.13
86.90,86.90.14
86.90,86.90.15
86.90,86.90.16
86.90,86.90.17
86.90,86.90.18
86.90,86.90.19
87.1,87.1
87.10,87.10
87.10,87.10.1
87.10,87.10.10
87.2,87.2
87.20,87.20
87.20,87.20.1
87.20,87.20.11
87.20,87.20.12
87.3,87.3
87.30,87.30
87.30,87.30.1
87.30,87.30.11
87.30,87.30.12
87.30,87.30.13
87.9,87.9
87.90,87.90
87.90,87.90.1
87.90,87.90.11
87.90,87.90.12
87.90,87.90.13
88.1,88.1
88.10,88.10
88.10,88.10.1
88.10,88.10.11
88.10,88.10.12
88.10,88.10.13
88.10,88.10.14
88.10,88.10.15
88.9,88.9
88.91,88.91
88.91,88.91.1
88.91,88.91.11
88.91,88.91.12
88.91,88.91.13
88.99,88.99
88.99,88.99.1
88.99,88.99.11
88.99,88.99.12
88.99,88.99.13
88.99,88.99.19
90.0,90.0
90.01,90.01
90.01,90.01.1
90.01,90.01.10
90.02,90.02
90.02,90.02.1
90.02,90.02.11
90.02,90.02.12
90.02,90.02.19
90.03,90.03
90.03,90.03.1
90.03,90.03.11
90.03,90.03.12
90.03,90.03.13
90.04,90.04
90.04,90.04.1
90.04,90.04.10
91.0,91.0
91.01,91.01
91.01,91.01.1
91.01,91.01.11
91.01,91.01.12
91.02,91.02
91.02,91.02.1
91.02,91.02.10
91.02,91.02.2
91.02,91.02.20
91.03,91.03
91.03,91.03.1
91.03,91.03.10
91.04,91.04
91.04,91.04.1
91.04,91.04.11
91.04,91.04.12
92.0,92.0
92.00,92.00
92.00,92.00.1
92.00,92.00.11
92.00,92.00.12
92.00,92.00.13
92.00,92.00.14
92.00,92.00.19
92.00,92.00.2
92.00,92.00.21
92.00,92.00.29
93.1,93.1
93.11,93.11
93.11,93.11.1
93.11,93.11.10
93.12,93.12
93.12,93.12.1
93.12,93.12.10
93.13,93.13
93.13,93.13.1
93.13,93.13.10
93.19,93.19
93.19,93.19.1
93.19,93.19.11
93.19,93.19.12
93.19,93.19.13
93.19,93.19.19
93.2,93.2
93.21,93.21
93.21,93.21.1
93.21,93.21.10
93.29,93.29
93.29,93.29.1
93.29,93.29.11
93.29,93.29.19
93.29,93.29.2
93.29,93.29.21
93.29,93.29.22
93.29,93.29.29
94.1,94.1
94.11,94.11
94.11,94.11.1
94.11,94.11.10
94.12,94.12
94.12,94.12.1
94.12,94.12.10
94.2,94.2
94.20,94.20
94.20,94.20.1
94.20,94.20.10
94.9,94.9
94.91,94.91
94.91,94.91.1
94.91,94.91.10
94.92,94.92
94.92,94.92.1
94.92,94.92.10
94.99,94.99
94.99,94.99.1
94.99,94.99.11
94.99,94.99.12
94.99,94.99.13
94.99,94.99.14
94.99,94.99.15
94.99,94.99.16
94.99,94.99.17
94.99,94.99.19
94.99,94.99.2
94.99,94.99.20
95.1,95.1
95.11,95.11
95.11,95.11.1
95.11,95.11.10
95.12,95.12
95.12,95.12.1
95.12,95.12.10
95.2,95.2
95.21,95.21
95.21,95.21.1
95.21,95.21.10
95.22,95.22
95.22,95.22.1
95.22,95.22.10
95.23,95.23
95.23,95.23.1
95.23,95.23.10
95.24,95.24
95.24,95.24.1
95.24,95.24.10
95.25,95.25
95.25,95.25.1
95.25,95.25.11
95.25,95.25.12
95.29,95.29
95.29,95.29.1
95.29,95.29.11
95.29,95.29.12
95.29,95.29.13
95.29,95.29.14
95.29,95.29.19
96.0,96.0
96.01,96.01
96.01,96.01.1
96.01,96.01.11
96.01,96.01.12
96.01,96.01.13
96.01,96.01.14
96.01,96.01.15
96.01,96.01.19
96.02,96.02
96.02,96.02.1
96.02,96.02.11
96.02,96.02.12
96.02,96.02.13
96.02,96.02.14
96.02,96.02.19
96.02,96.02.2
96.02,96.02.20
96.03,96.03
96.03,96.03.1
96.03,96.03.11
96.03,96.03.12
96.04,96.04
96.04,96.04.1
96.04,96.04.10
96.09,96.09
96.09,96.09.1
96.09,96.09.11
96.09,96.09.12
96.09,96.09.13
96.09,96.09.19
97.0,97.0
97.00,97.00
97.00,97.00.1
97.00,97.00.11
97.00,97.00.12
97.00,97.00.13
97.00,97.00.14
97.00,97.00.19
98.1,98.1
98.10,98.10
98.10,98.10.1
98.10,98.10.10
98.2,98.2
98.20,98.20
98.20,98.20.1
98.20,98.20.10
99.0,99.0
99.00,99.00
99.00,99.00.1
99.00,99.00.10
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
