"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"72.19","72.19.3","Научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без биотехнологиите","Научни изследвания и експериментални разработки в областта на техническите науки, без биотехнологиите","- научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без изследванията и експерименталните разработки в областта на биотехнологиите:   • научноизследователска и развойна дейност в областта на естествените науки   • научноизследователска и развойна дейност в областта на техническите науки   • научноизследователска и развойна дейност в областта на медицинските науки   • научноизследователска и развойна дейност в областта на селскостопанските науки   • изследвания и разработки с интердисциплинарен характер главно в областта на естествените и техническите науки",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7219"
"72.19","72.19.4","Научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без биотехнологиите","Научни изследвания и експериментални разработки в областта на медицинските науки и фармацията","- научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без изследванията и експерименталните разработки в областта на биотехнологиите:   • научноизследователска и развойна дейност в областта на естествените науки   • научноизследователска и развойна дейност в областта на техническите науки   • научноизследователска и развойна дейност в областта на медицинските науки   • научноизследователска и развойна дейност в областта на селскостопанските науки   • изследвания и разработки с интердисциплинарен характер главно в областта на естествените и техническите науки",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7219"
"72.19","72.19.5","Научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без биотехнологиите","Научни изследвания и експериментални разработки в областта на селскостопанските науки","- научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без изследванията и експерименталните разработки в областта на биотехнологиите:   • научноизследователска и развойна дейност в областта на естествените науки   • научноизследователска и развойна дейност в областта на техническите науки   • научноизследователска и развойна дейност в областта на медицинските науки   • научноизследователска и развойна дейност в областта на селскостопанските науки   • изследвания и разработки с интердисциплинарен характер главно в областта на естествените и техническите науки",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7219"
"72.19","72.19.7","Научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без биотехнологиите","Оригинали, като резултат от научни изследвания и експериментални разработки в областта на естествените, техническите, медицинските и селскостопанските науки, без биотехнологиите","- научноизследователска и развойна дейност в областта на естествените, медицинските, селскостопанските и техническите науки, без изследванията и експерименталните разработки в областта на биотехнологиите:   • научноизследователска и развойна дейност в областта на естествените науки   • научноизследователска и развойна дейност в областта на техническите науки   • научноизследователска и развойна дейност в областта на медицинските науки   • научноизследователска и развойна дейност в областта на селскостопанските науки   • изследвания и разработки с интердисциплинарен характер главно в областта на естествените и техническите науки",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7219"
"72.2","72.2","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на обществените и хуманитарните науки",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_722"
"72.20","72.20.6","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Оригинали, като резултат от научни изследвания и експериментални разработки в областта на обществените и хуманитарните науки","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20.1","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на психологията","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20.2","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на правото","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20.3","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на езикознанието и литературата","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20.5","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на икономиката","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20.4","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на други обществени и хуманитарни науки","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"72.20","72.20","Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки","Научни изследвания и експериментални разработки в областта на обществените и хуманитарните науки","- научноизследователска и развойна дейност в областта на обществените науки - научноизследователска и развойна дейност в областта на хуманитарните науки - изследвания и разработки с интердисциплинарен характер главно в областта на обществените и хуманитарните науки","- проучване на пазари и изследване на общественото мнение - 73.20",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7220"
"73","73","Рекламна дейност и проучване на пазари","Рекламни услуги и услуги по проучване на пазари","Този раздел включва създаване и реализиране на рекламни кампании и поместване на  реклами в печатни издания (вестници, списания и др.), реклами излъчвани от електронните медии (радио и телевизия) и други медии, дизайн и изработване на рекламни дисплеи и места за реклама.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_73"
"73.1","73.1","Рекламна дейност","Рекламни услуги",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_731"
"73.11","73.11.1","Дейност на рекламни агенции","Услуги на рекламни агенции","Този клас има цялостен обхват на рекламните услуги (т.е. собствени ресурси или на договорна основа), включва консултиране, творчески услуги, производство на рекламни материали и брошури.  - създаване и реализиране на рекламни кампании:   • създаване и поместване на реклами във вестници и списания, радио и телевизия, Интернет и други медии   • създаване и разполагане на външна реклама например светещи реклами, билбордове, рекламни табла и панели, плакати, транспаранти, стикери, оформление на изложбени зали, аранжиране на витрини, разполагане на реклами върху или в автобуси и други превозни средства (транспортна реклама)   • авиореклама   • разпространение и доставка на рекламни материали или мостри   • създаване на рекламни дисплеи и предоставяне на други места за реклама - водене на маркетингови кампании и други рекламни услуги имащи за цел привличане на вниманието и задържане на клиентите   • промоция на продукти   • демонстрация на предлаганите стоки на мястото на продажба им   • пряка пощенска реклама   • маркетингово консултиране","- издаване на рекламни материали - 58.19 - създаване на търговски съобщения за телевизионни предавания и филми - 59.11 - създаване на търговски съобщения за радиото - 59.20 - проучване на пазари - 73.20 - рекламна фотография - 74.20 - организиране на конгреси и търговски изложения - 82.30 - размножаване на материали, изготвяне на документи и други специализирани административно-технически дейности в помощ на офиси - 82.19",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7311"
"73.11","73.11","Дейност на рекламни агенции","Услуги на рекламни агенции","Този клас има цялостен обхват на рекламните услуги (т.е. собствени ресурси или на договорна основа), включва консултиране, творчески услуги, производство на рекламни материали и брошури.  - създаване и реализиране на рекламни кампании:   • създаване и поместване на реклами във вестници и списания, радио и телевизия, Интернет и други медии   • създаване и разполагане на външна реклама например светещи реклами, билбордове, рекламни табла и панели, плакати, транспаранти, стикери, оформление на изложбени зали, аранжиране на витрини, разполагане на реклами върху или в автобуси и други превозни средства (транспортна реклама)   • авиореклама   • разпространение и доставка на рекламни материали или мостри   • създаване на рекламни дисплеи и предоставяне на други места за реклама - водене на маркетингови кампании и други рекламни услуги имащи за цел привличане на вниманието и задържане на клиентите   • промоция на продукти   • демонстрация на предлаганите стоки на мястото на продажба им   • пряка пощенска реклама   • маркетингово консултиране","- издаване на рекламни материали - 58.19 - създаване на търговски съобщения за телевизионни предавания и филми - 59.11 - създаване на търговски съобщения за радиото - 59.20 - проучване на пазари - 73.20 - рекламна фотография - 74.20 - организиране на конгреси и търговски изложения - 82.30 - размножаване на материали, изготвяне на документи и други специализирани административно-технически дейности в помощ на офиси - 82.19",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7311"
"73.12","73.12","Дейности по продажба на медийно време и място за реклама","Услуги по продажба на медийно време и място за реклама","- медийно представяне, т.е. продажба или препродажба на рекламно време и място в различни медии","- продажба на рекламно време или място директно от собственици (издатели и други), класифицирани по вида на медийния продукт в съответните класове - консултантска дейност по връзки с обществеността - 70.21",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7312"
"73.12","73.12.1","Дейности по продажба на медийно време и място за реклама","Услуги по продажба на рекламно място или време срещу заплащане (по договор или еднократно)","- медийно представяне, т.е. продажба или препродажба на рекламно време и място в различни медии","- продажба на рекламно време или място директно от собственици (издатели и други), класифицирани по вида на медийния продукт в съответните класове - консултантска дейност по връзки с обществеността - 70.21",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7312"
"73.12","73.12.2","Дейности по продажба на медийно време и място за реклама","Препродажба на медийно време или място за реклама срещу заплащане (по договор или еднократно)","- медийно представяне, т.е. продажба или препродажба на рекламно време и място в различни медии","- продажба на рекламно време или място директно от собственици (издатели и други), класифицирани по вида на медийния продукт в съответните класове - консултантска дейност по връзки с обществеността - 70.21",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7312"
"73.2","73.2","Проучване на пазари и изследване на общественото мнение","Услуги по проучване на пазари и изследване на общественото мнение",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_732"
"73.20","73.20.1","Проучване на пазари и изследване на общественото мнение","Услуги по проучване на пазари","- проучване потенциала на пазара, приемането на стоките и услугите и информация за тях, изучаване на конкуренцията и потребителското поведение с цел насърчаване на продажбите и разработване на нови продукти, вкл. статистически анализи на резултатите - проучване на общественото мнение относно политически, икономически, социални и други въпроси и статистически анализ на резултатите",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7320"
"73.20","73.20","Проучване на пазари и изследване на общественото мнение","Услуги по проучване на пазари и изследване на общественото мнение","- проучване потенциала на пазара, приемането на стоките и услугите и информация за тях, изучаване на конкуренцията и потребителското поведение с цел насърчаване на продажбите и разработване на нови продукти, вкл. статистически анализи на резултатите - проучване на общественото мнение относно политически, икономически, социални и други въпроси и статистически анализ на резултатите",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7320"
"73.20","73.20.2","Проучване на пазари и изследване на общественото мнение","Услуги по изследване на общественото мнение","- проучване потенциала на пазара, приемането на стоките и услугите и информация за тях, изучаване на конкуренцията и потребителското поведение с цел насърчаване на продажбите и разработване на нови продукти, вкл. статистически анализи на резултатите - проучване на общественото мнение относно политически, икономически, социални и други въпроси и статистически анализ на резултатите",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7320"
"74","74","Други професионални дейности","Други професионални услуги","Този раздел включва осигуряване на специализирани, научни и технически услуги (с изключение на юридически и счетоводни дейности; архитектурни и инженерни дейности; технически изпитвания и анализи; консултантски дейности по управление; научноизследователска и развойна дейност и рекламна дейност).",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_74"
"74.1","74.1","Специализирани дейности в областта на дизайна","Специализирани услуги в областта на дизайна",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_741"
"74.10","74.10","Специализирани дейности в областта на дизайна","Специализирани услуги в областта на дизайна","- моден дизайн, свързан с текстила, облеклото, обувките, бижутата, мебелите и друго вътрешно обзавеждане, други модни стоки, както и други лични  и  домакински вещи - промишлен дизайн, т.е. създаване и разработване на дизайнерски решения и спецификации с цел оптимизиране на използването, стойността и външния вид на продукта чрез определяне на формата, линиите, рисунъка, орнаментите, цветовото съчетание и отчитайки потребностите и безопасността на клиентите - дейности на графични дизайнери - дейности на дизайнери по вътрешно обзавеждане","- проектиране и разработване на web-страници - 62.01 - парково и ландшафтно архитектурно проектиране - 71.11 - инженерно проектиране, т.е. приложение на физичните закони и принципи за инженерно проектиране на машини и съоръжения, материали, инструменти, конструкции и технологични процеси и системи - 71.12",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7410"
"74.10","74.10.1","Специализирани дейности в областта на дизайна","Услуги по вътрешен и промишлен дизайн и други специализирани услуги в областта на дизайна","- моден дизайн, свързан с текстила, облеклото, обувките, бижутата, мебелите и друго вътрешно обзавеждане, други модни стоки, както и други лични  и  домакински вещи - промишлен дизайн, т.е. създаване и разработване на дизайнерски решения и спецификации с цел оптимизиране на използването, стойността и външния вид на продукта чрез определяне на формата, линиите, рисунъка, орнаментите, цветовото съчетание и отчитайки потребностите и безопасността на клиентите - дейности на графични дизайнери - дейности на дизайнери по вътрешно обзавеждане","- проектиране и разработване на web-страници - 62.01 - парково и ландшафтно архитектурно проектиране - 71.11 - инженерно проектиране, т.е. приложение на физичните закони и принципи за инженерно проектиране на машини и съоръжения, материали, инструменти, конструкции и технологични процеси и системи - 71.12",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7410"
"74.10","74.10.2","Специализирани дейности в областта на дизайна","Оригинални дизайнерски проекти","- моден дизайн, свързан с текстила, облеклото, обувките, бижутата, мебелите и друго вътрешно обзавеждане, други модни стоки, както и други лични  и  домакински вещи - промишлен дизайн, т.е. създаване и разработване на дизайнерски решения и спецификации с цел оптимизиране на използването, стойността и външния вид на продукта чрез определяне на формата, линиите, рисунъка, орнаментите, цветовото съчетание и отчитайки потребностите и безопасността на клиентите - дейности на графични дизайнери - дейности на дизайнери по вътрешно обзавеждане","- проектиране и разработване на web-страници - 62.01 - парково и ландшафтно архитектурно проектиране - 71.11 - инженерно проектиране, т.е. приложение на физичните закони и принципи за инженерно проектиране на машини и съоръжения, материали, инструменти, конструкции и технологични процеси и системи - 71.12",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7410"
"74.2","74.2","Дейности в областта на фотографията","Фотографски услуги",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_742"
"74.20","74.20.3","Дейности в областта на фотографията","Други фотографски услуги","- търговска и потребителска фотография:   • портретна фотография за паспорти, документи, сватбени тържества и други    • фотография за реклами, издателска дейност, мода, недвижими имоти или с туристически цели    • фотографиране от въздуха   • видеозаснемане на събития: сватби, годишнини и други тържества - обработване на филми:   • проявяване, копиране и увеличаване на негативи или фотографски филми на клиенти   • проявяване на филми и фотокопирни лаборатории   • експресно фото (но не като част от магазините за продажба на фото апарати)   • обработване на диапозитиви   • копиране и възстановяване на фотографии или ретуширане на негативи и позитиви - дейности на фотожурналисти","- обработка на киноленти за кинематографията и телевизията - 59.12 - картография и събиране на географска информация - 71.12 - експлоатация на монетни автомати на самообслужване за фотографиране - 96.09",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7420"
"74.20","74.20.1","Дейности в областта на фотографията","Експонирани фотографски плаки и филми, различни от кинематографските","- търговска и потребителска фотография:   • портретна фотография за паспорти, документи, сватбени тържества и други    • фотография за реклами, издателска дейност, мода, недвижими имоти или с туристически цели    • фотографиране от въздуха   • видеозаснемане на събития: сватби, годишнини и други тържества - обработване на филми:   • проявяване, копиране и увеличаване на негативи или фотографски филми на клиенти   • проявяване на филми и фотокопирни лаборатории   • експресно фото (но не като част от магазините за продажба на фото апарати)   • обработване на диапозитиви   • копиране и възстановяване на фотографии или ретуширане на негативи и позитиви - дейности на фотожурналисти","- обработка на киноленти за кинематографията и телевизията - 59.12 - картография и събиране на географска информация - 71.12 - експлоатация на монетни автомати на самообслужване за фотографиране - 96.09",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7420"
"74.20","74.20","Дейности в областта на фотографията","Фотографски услуги","- търговска и потребителска фотография:   • портретна фотография за паспорти, документи, сватбени тържества и други    • фотография за реклами, издателска дейност, мода, недвижими имоти или с туристически цели    • фотографиране от въздуха   • видеозаснемане на събития: сватби, годишнини и други тържества - обработване на филми:   • проявяване, копиране и увеличаване на негативи или фотографски филми на клиенти   • проявяване на филми и фотокопирни лаборатории   • експресно фото (но не като част от магазините за продажба на фото апарати)   • обработване на диапозитиви   • копиране и възстановяване на фотографии или ретуширане на негативи и позитиви - дейности на фотожурналисти","- обработка на киноленти за кинематографията и телевизията - 59.12 - картография и събиране на географска информация - 71.12 - експлоатация на монетни автомати на самообслужване за фотографиране - 96.09",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7420"
"74.20","74.20.2","Дейности в областта на фотографията","Услуги по специализирано фотографиране","- търговска и потребителска фотография:   • портретна фотография за паспорти, документи, сватбени тържества и други    • фотография за реклами, издателска дейност, мода, недвижими имоти или с туристически цели    • фотографиране от въздуха   • видеозаснемане на събития: сватби, годишнини и други тържества - обработване на филми:   • проявяване, копиране и увеличаване на негативи или фотографски филми на клиенти   • проявяване на филми и фотокопирни лаборатории   • експресно фото (но не като част от магазините за продажба на фото апарати)   • обработване на диапозитиви   • копиране и възстановяване на фотографии или ретуширане на негативи и позитиви - дейности на фотожурналисти","- обработка на киноленти за кинематографията и телевизията - 59.12 - картография и събиране на географска информация - 71.12 - експлоатация на монетни автомати на самообслужване за фотографиране - 96.09",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7420"
"74.3","74.3","Преводаческа дейност","Преводачески услуги",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_743"
"74.30","74.30.1","Преводаческа дейност","Преводачески услуги",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7430"
"74.30","74.30","Преводаческа дейност","Преводачески услуги",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7430"
"74.9","74.9","Други професионални дейности, некласифицирани другаде","Други професионални услуги, н.д.",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_749"
"74.90","74.90","Други професионални дейности, некласифицирани другаде","Други професионални услуги, н.д.","Този клас включва разнообразни услуги, предоставяни на клиенти. За извършването на тези дейности се изисква висока степен на образование и специални знания и умения, но не включва често осъществявани рутинни бизнес функции.  - бизнес посредничество в областта на организиране на покупка или продажба на малки и средни предприятия, вкл. кабинети на лица, упражняващи свободни професии, но не включва операциите с недвижими имоти - посредничество при покупка и продажба на патенти - дейности по оценяване, различни от тези за недвижими имоти и за целите на застраховането (за антики, скъпоценности и други) - проверка на фактури, сметки и други документи и информация за товарните тарифи - дейности по изготвяне на прогнози за времето  - консултации по безопасност и охрана  - консултации оказвани от агрономи и аграрикономисти - консултации оказвани от еколози - други дейности по технически консултации - дейности на консултанти, различни от архитектурните и инженерните, и консултантска дейност по стопанско и друго управление - дейности по изчисляване на строителните разходи","- търговия на едро на употребявани автомобили на търг - 45.1 - дейности по продажби на дребно чрез търг по Интернет - 47.91 - дейности по продажби на дребно чрез търг с явно наддаване (аукционни къщи) - 47.79 - посредническа дейност по операции с недвижими имоти - 68.31 - счетоводни дейности - 69.20 - консултантска дейност по стопанско  управление - 70.22 - консултации по архитектурни и инженерни дейности - 71.1 - проектиране на машини - 71.12 - промишлен дизайн - 74.10 - ветеринарно-санитарен контрол, свързан с хранителните продукти - 71.20 - дисплеи за рекламиране и друг рекламен дизайн -73.11 - създаване на рекламни дисплеи и предоставяне на други места за реклама -73.11 - организиране на конгреси и търговски изложения - 82.30 - дейности на самостоятелно работещи организатори на аукциони - 82.99 - администриране на “програми за лоялност” - 82.99 - консултиране по въпроси на потребителско кредитиране и задлъжняване - 88.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_7490"
